PID,px_ft,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofMatl_CompShg,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,MoSold,YrSold,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,TotalBath,MasVnrType__0,MasVnrType__BrkCmn,MasVnrType__BrkFace,MasVnrType__Stone,Foundation__BrkTil,Foundation__PConc,Foundation__Slab,Foundation__Stone,Foundation__Wood,Heating__Floor,Heating__GasW,Heating__Grav,Heating__OthW,Heating__Wall,Functional__Maj1,Functional__Maj2,Functional__Min1,Functional__Min2,Functional__Mod,Functional__Sal,GarageType__2Types,GarageType__Basment,GarageType__BuiltIn,GarageType__CarPort,GarageType__Detchd,GarageType__None,GarageFinish__Fin,GarageFinish__None,GarageFinish__RFn,BldgType__2fmCon,BldgType__Duplex,BldgType__Twnhs,BldgType__TwnhsE,LotConfig__Corner,LotConfig__CulDSac,LotConfig__FR2,LotConfig__FR3,HouseStyle__1.5Fin,HouseStyle__1.5Unf,HouseStyle__2.5Fin,HouseStyle__2.5Unf,HouseStyle__2Story,HouseStyle__SFoyer,HouseStyle__SLvl,Condition1__Artery,Condition1__Feedr,Condition1__PosA,Condition1__PosN,Condition1__RRAe,Condition1__RRAn,Condition1__RRNe,Condition1__RRNn,ISU_dist
528360050,167,4,3,9,5,1993,1994,0,1,4,4,5,3,4,3,6,5,1,5,2006,3,4,1,5,11,1,3,3,3,870,86,0,0,210,0,0,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.652000531
528363020,115.9536186,4,3,8,7,1995,1995,1,1,4,3,4,3,3,1,1,5,1,6,2008,2,4,1,4,9,1,3,3,3,192,87,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.793917012
528363050,152.6902569,4,3,8,5,1994,1995,0,1,4,3,4,3,3,4,6,5,1,6,2009,2,3,1,4,7,2,3,3,3,182,56,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.796281767
528363070,128.7089014,4,3,8,5,1994,1995,1,1,4,3,4,3,4,6,4,5,1,6,2006,2,4,1,4,9,1,3,3,3,200,95,0,0,0,0,4,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.85767632
528363110,165.6412683,4,3,8,6,1995,1995,0,1,4,4,4,3,4,6,1,5,1,8,2008,2,2,1,4,7,1,3,3,3,236,46,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.827696361
528363130,123.9511823,4,3,8,5,1994,1995,1,1,4,3,5,3,3,6,1,5,1,4,2010,2,3,1,4,9,2,2,3,3,186,32,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.819662154
528364110,114.5792177,4,3,8,5,1995,1995,1,1,4,3,4,3,3,2,5,5,1,11,2007,2,4,1,4,9,1,3,3,3,222,98,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.750329501
528365060,141.025641,4,3,7,5,1993,1994,0,1,4,3,4,3,4,6,1,5,1,8,2008,2,3,1,4,9,1,3,3,3,250,154,216,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.665801162
528365070,98.26152683,4,2,7,5,1993,1993,1,1,4,3,4,3,4,6,1,5,1,4,2009,2,4,1,4,9,1,3,3,3,340,60,144,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.649521979
528365080,130.860264,4,3,7,5,1993,1994,0,0,4,3,4,3,3,4,6,5,1,7,2008,2,4,1,4,9,1,3,3,3,385,99,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.646609969
528365090,114.8060174,4,3,8,5,1994,1994,0,1,4,3,4,3,1,6,1,5,1,12,2006,2,4,1,4,8,1,3,3,3,309,78,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.643581477
528366040,112.5401929,4,3,8,5,1993,1993,1,1,4,3,4,3,1,2,6,5,1,10,2006,2,3,1,4,8,1,3,3,3,432,136,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.622035219
528366050,133.2094176,4,3,8,5,1992,1993,0,1,4,3,4,3,1,6,1,5,1,5,2007,3,4,1,4,10,1,2,3,3,264,75,291,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618953767
528366070,119.4368756,4,3,8,5,1992,1993,1,1,4,3,5,3,1,6,1,5,1,9,2007,2,4,1,4,9,1,2,3,3,0,65,0,0,144,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.61381398
528376010,130.0236407,4,3,8,5,1996,1997,1,1,4,4,4,3,1,6,1,5,1,5,2007,2,4,1,4,8,1,3,3,3,198,92,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.962541592
528382020,127.753304,4,3,8,7,1999,2007,1,1,4,3,4,3,1,6,1,5,1,4,2010,2,4,1,4,9,1,3,3,3,132,57,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.94376866
528382030,120.1740076,4,3,7,5,1998,1998,1,1,4,3,4,3,1,1,1,4,1,6,2010,2,4,1,3,7,0,2,3,3,0,81,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.943892639
528385050,126.1523532,4,3,7,5,1995,1996,1,1,4,3,4,3,1,6,1,5,1,11,2009,2,3,1,4,7,1,2,3,3,296,102,209,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.855031979
528386040,126.6213712,4,3,8,5,1995,1996,0,1,4,3,4,3,3,6,1,5,1,3,2010,2,4,1,4,9,1,3,3,3,283,86,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.786598365
528387030,118.077957,4,3,8,5,1993,1994,1,1,4,3,4,3,1,6,1,5,1,10,2009,2,3,1,4,8,1,2,3,3,173,165,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.754379067
528387050,127.4094969,4,3,7,5,1994,1994,1,1,4,3,4,3,1,6,1,5,1,8,2008,2,3,1,4,5,2,2,3,3,171,132,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.701574736
528390020,151.7362859,4,3,8,5,1994,1994,0,1,4,3,4,3,4,6,1,5,1,8,2008,2,2,1,4,7,1,2,3,3,262,36,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591751469
528390100,164.2156863,4,3,8,7,1994,2005,0,1,4,3,4,4,1,6,3,5,1,7,2009,2,4,1,4,8,1,3,3,3,517,76,0,0,0,0,0,3.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.629159281
528390210,134.0540541,4,3,7,6,1994,1994,1,1,4,3,4,3,1,6,1,5,1,1,2009,2,3,1,4,7,1,2,3,3,168,98,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.74956644
528427010,148.8151899,4,3,8,5,2007,2008,1,1,4,3,4,3,1,1,1,5,1,6,2008,2,3,1,4,7,0,3,3,3,0,24,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.317871323
528427020,166.6212534,4,3,8,5,2008,2009,1,1,4,3,4,3,1,1,1,5,1,12,2009,2,3,1,4,6,1,3,3,3,210,150,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.316281754
528427040,155.6851717,4,3,7,6,2007,2007,1,1,4,3,4,3,1,1,1,5,1,9,2007,2,3,1,4,5,0,2,3,3,0,203,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.314161137
528427070,110.7087429,4,3,6,5,2007,2007,1,1,4,3,4,3,2,1,1,5,1,1,2008,2,4,1,4,9,1,3,3,3,100,18,0,0,0,0,0,2.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.305277965
528429050,147.3951715,4,3,8,5,2006,2006,1,1,4,3,4,3,1,6,1,5,1,7,2008,2,3,1,4,7,1,3,3,3,144,104,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.242097547
528429070,152.0912548,4,3,7,5,2006,2006,1,1,4,3,5,3,1,6,1,4,1,5,2008,2,3,1,4,7,1,3,3,3,0,26,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.296419935
528429090,167.9790026,4,3,9,5,2006,2006,0,1,5,3,5,4,1,1,1,5,1,3,2007,2,3,1,5,8,1,3,3,3,0,191,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.966926436
528429100,201.6886228,4,3,8,5,2006,2006,1,1,4,3,5,4,1,6,1,5,1,9,2006,2,2,1,4,6,1,3,3,3,0,240,200,0,0,0,0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.966926436
528429110,193.2527322,4,3,8,5,2007,2007,1,1,4,3,4,3,4,6,1,5,1,8,2007,2,3,1,4,6,0,3,3,3,168,160,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.966926436
528429120,201.7167382,4,3,8,5,2005,2006,1,1,4,3,5,3,2,6,1,5,1,1,2006,1,1,1,5,8,1,3,3,3,192,267,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.966926436
528431020,162.1462264,4,3,8,5,2008,2008,1,1,4,3,4,3,2,1,1,5,1,9,2009,2,3,1,4,7,0,3,3,3,120,56,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.237163886
528431040,213.1256358,4,3,10,5,2007,2007,0,1,5,3,5,3,3,6,1,5,1,10,2007,2,1,1,5,6,1,3,3,3,76,52,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.292205737
528431050,155.8679707,4,3,8,5,2006,2006,1,1,4,3,4,3,1,6,1,5,1,6,2007,2,3,1,4,8,1,3,3,3,0,60,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179939934
528431060,156.7498401,4,3,8,5,2007,2007,1,1,3,3,4,3,1,6,1,5,1,10,2008,2,3,1,4,6,1,3,3,3,144,99,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162024533
528431070,155.3075995,4,3,8,5,2008,2008,1,1,4,3,4,3,1,1,1,5,1,9,2009,2,3,1,4,7,1,3,3,3,144,44,0,0,0,0,0,2.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.160146302
528431120,138.0977969,4,3,8,5,2007,2007,1,1,4,3,4,3,3,1,1,5,1,7,2008,3,3,1,4,7,1,3,3,3,144,60,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.289860206
528435020,158.9647812,4,3,8,5,2007,2008,0,1,4,3,4,3,3,6,1,5,1,2,2008,2,3,1,4,8,1,3,3,3,168,108,0,0,0,0,0,3.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.125075422
528435040,180.6906141,4,3,7,5,2007,2007,0,1,5,3,5,3,1,6,1,5,1,9,2007,2,3,1,5,8,1,3,3,3,171,138,0,0,266,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129932912
528435050,161.8683901,4,3,8,5,2007,2007,1,1,4,3,4,3,3,6,1,5,1,3,2009,2,3,1,4,7,1,3,3,3,0,69,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141587274
528435070,142.9471033,4,3,8,5,2006,2006,0,1,4,3,4,4,3,1,1,5,1,12,2007,2,3,1,4,7,1,3,3,3,144,45,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.144447821
528439010,169.1780822,4,3,8,5,2006,2007,0,1,4,3,5,3,1,6,1,5,1,8,2008,2,3,1,4,6,1,2,3,3,0,20,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.032635355
528439030,143.5643564,4,3,7,5,2005,2005,1,1,4,3,4,3,3,1,1,5,1,4,2006,2,3,1,4,7,0,3,3,3,208,59,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030387641
528439040,169.0507152,4,3,8,5,2005,2005,1,1,4,3,4,3,3,6,1,5,1,12,2007,2,3,1,4,7,0,2,3,3,146,40,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.029213893
528439060,171.0893855,4,3,8,5,2006,2006,0,1,4,3,5,3,3,6,1,5,1,9,2009,2,3,1,4,7,1,2,3,3,297,50,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017716751
528439080,165.3386454,4,3,7,5,2005,2006,1,1,4,3,4,4,3,6,1,5,1,4,2007,2,3,1,4,7,1,2,3,3,192,35,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01583242
528441020,128.361238,4,3,7,5,2005,2005,1,1,4,3,4,3,2,6,1,5,1,2,2009,2,3,1,4,8,1,2,3,3,0,48,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.057579524
528441080,181.227863,4,3,8,5,2004,2005,1,1,4,3,5,3,3,6,1,5,1,8,2007,2,3,1,4,7,1,2,3,3,255,57,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.039817603
528441090,187.9518072,4,3,9,5,2005,2006,0,1,5,3,5,3,4,6,1,5,1,10,2009,2,2,1,5,9,2,3,3,3,70,226,0,0,0,0,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.04061423
528445060,138.8714734,4,3,8,5,2005,2006,1,1,4,3,4,3,0,1,1,5,1,5,2010,2,2,1,4,6,1,3,3,3,144,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999625584
528445070,120.9289617,4,3,8,5,2006,2006,1,1,4,3,4,3,1,1,1,5,1,3,2007,2,3,1,4,7,0,3,3,3,0,40,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.998731568
528456180,136.4352052,4,3,7,5,2009,2009,1,1,3,3,4,3,1,6,1,5,1,7,2009,2,3,1,4,7,1,2,3,3,168,108,0,0,0,0,0,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.747320588
528456200,155.399061,4,3,8,5,2006,2006,1,1,4,3,4,3,1,6,1,5,1,10,2006,2,2,1,4,5,0,2,3,3,0,60,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7590349
528456220,132.0754717,4,3,8,5,2008,2008,1,1,4,3,4,3,1,1,1,5,1,6,2009,2,3,1,4,6,0,2,3,3,0,30,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.771426572
528456230,157.6029963,4,3,7,5,2006,2007,1,1,4,3,4,3,1,1,1,5,1,6,2007,2,3,1,4,6,0,2,3,3,0,210,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777083824
528456240,171.0180624,4,3,6,5,2009,2009,1,1,4,3,4,3,1,6,1,5,1,9,2009,2,2,1,4,4,0,2,3,3,0,102,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782678049
528458030,155.0291545,4,3,8,5,2007,2008,1,1,4,3,4,3,1,6,1,5,1,7,2008,2,3,1,4,6,0,2,3,3,192,113,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828892057
528458060,163.9087019,4,3,7,5,2008,2008,0,1,4,3,4,3,1,1,1,5,1,5,2009,2,3,1,4,7,0,2,3,3,205,126,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828723022
528458070,139.1079509,4,3,7,5,2009,2009,1,1,3,3,4,3,2,6,1,5,1,6,2010,2,3,1,4,7,0,2,3,3,169,45,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.828668455
528458080,142.2991071,4,3,8,5,2007,2007,1,1,4,3,4,3,3,6,1,5,1,11,2007,2,3,1,4,8,0,2,3,3,184,96,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.828614777
528458110,167.6245211,4,3,8,5,2008,2008,1,1,4,3,4,3,3,6,1,5,1,4,2010,2,3,1,4,7,0,2,3,3,144,168,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677486861
528458120,137.8254211,4,3,8,5,2006,2006,1,1,4,3,4,3,3,1,1,5,1,12,2007,2,3,1,4,8,1,3,3,3,208,46,0,0,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.677486861
528458140,163.3986928,4,3,9,5,2007,2008,1,1,4,3,4,3,3,1,1,5,1,5,2009,2,3,1,4,7,1,3,3,3,212,136,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677486861
528458180,164.7099448,4,3,8,5,2006,2007,1,1,4,3,4,3,1,6,1,5,1,6,2009,2,2,1,4,6,1,2,3,3,0,140,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.677486861
