PID,GrLivArea_Log,OverallQual,LotArea_Log,CentralAir,KitchenQual,Fireplaces,HeatingQC,OverallCond,BsmtQual,PavedDrive,BsmtExposure,YearBuilt,YearRemodAdd,ExterQual,GarageArea,TotalBsmtSF,BsmtFinSF1,BsmtFinType1,target
532354160,6.761572768804054,5,9.047703788498627,1,3,0,5,6,3.0,3,1.0,1961,1961,3,732.0,864.0,660.0,6.0,11.856515169360303
532354230,6.761572768804054,5,9.113719333371757,1,3,0,3,5,3.0,3,1.0,1961,1961,3,440.0,864.0,864.0,4.0,11.711776323715393
532376040,7.021083964289139,4,8.849370503754571,1,2,0,3,5,3.0,3,1.0,1961,1961,3,544.0,1040.0,932.0,5.0,11.767567683343811
532376080,6.891625897052253,5,9.138629524422182,1,3,0,3,5,3.0,3,1.0,1965,1965,3,310.0,984.0,554.0,3.0,11.744037185933616
532376090,7.436027816351848,5,9.523178364309082,1,3,1,3,5,3.0,3,1.0,1962,1962,3,349.0,1140.0,0.0,1.0,11.876873892875462
532376110,6.815639990074331,5,8.960724500330857,1,4,0,5,8,3.0,3,1.0,1963,1995,4,300.0,912.0,624.0,5.0,11.767567683343811
532376160,6.795705775173514,5,9.04192172035122,1,3,1,5,8,3.0,3,1.0,1965,2009,3,336.0,894.0,553.0,6.0,11.83862560460953
532376170,6.7912214627261855,5,9.04192172035122,0,3,0,4,5,3.0,3,2.0,1968,1968,3,308.0,890.0,890.0,5.0,11.652687407345386
532376180,6.812345094177479,5,9.04192172035122,1,3,0,3,6,3.0,3,1.0,1968,1968,3,294.0,882.0,162.0,4.0,11.6613454700885
532376250,6.829793737512425,5,9.063926353520646,1,3,0,4,6,3.0,3,1.0,1963,1963,3,484.0,925.0,181.0,5.0,11.801856756822444
532377050,6.9469759921354175,5,8.919453168575453,1,3,0,3,7,3.0,3,1.0,1968,1968,3,686.0,1040.0,812.0,3.0,11.884489021402711
532377060,6.802394763324312,5,9.192074563169289,1,3,0,3,5,3.0,3,1.0,1967,1967,3,280.0,882.0,450.0,4.0,11.711776323715393
532377100,6.9469759921354175,5,8.922658299524402,1,3,0,2,5,3.0,3,1.0,1963,1963,3,308.0,1040.0,824.0,5.0,11.79810440720389
532377130,7.042286171939742,5,9.210340371976184,1,3,1,5,6,3.0,3,1.0,1961,1983,3,264.0,864.0,594.0,4.0,11.786001385032645
532377140,6.895682697747867,5,9.204825191288071,1,3,0,3,5,3.0,3,1.0,1961,1961,3,572.0,988.0,827.0,3.0,11.76368418331741
532378050,6.931471805599452,5,9.47669665771321,1,3,0,3,6,3.0,3,1.0,1965,1965,3,308.0,1024.0,712.0,3.0,11.702512232755597
532378070,6.840546529288687,5,9.512369038134883,1,3,0,3,6,3.0,3,1.0,1965,1965,3,288.0,935.0,560.0,4.0,11.827736204810266
532378110,6.9469759921354175,5,8.838841813431289,1,3,0,5,8,3.0,3,1.0,1962,2010,3,260.0,1040.0,659.0,5.0,11.751942365440726
532378120,6.761572768804054,5,9.0217190130337,1,3,1,4,5,3.0,3,1.0,1965,1965,3,360.0,864.0,553.0,3.0,11.04104808134268
532378130,6.815639990074331,5,8.989693700860562,0,3,0,3,6,3.0,3,1.0,1964,1964,3,0.0,912.0,644.0,5.0,11.728036844587177
532378160,7.119635638017637,5,8.852664927703866,1,3,1,3,7,3.0,3,1.0,1961,1994,3,288.0,912.0,465.0,4.0,11.813030057420569
532378180,6.815639990074331,5,8.874867635688052,1,3,0,4,6,3.0,3,1.0,1962,1962,3,252.0,912.0,140.0,2.0,11.719939634354555
532378200,6.815639990074331,6,8.819960901286061,1,4,0,4,8,3.0,3,2.0,1961,1996,3,288.0,912.0,832.0,6.0,11.8635823365834
532378220,6.846943139585379,5,9.081256218564645,1,3,1,3,6,3.0,3,2.0,1967,1967,3,288.0,912.0,659.0,3.0,11.769116870330636
532378240,6.804614520062624,5,8.727940222393897,1,3,0,3,6,3.0,3,1.0,1967,1967,3,288.0,876.0,599.0,6.0,11.740061037553975
532476050,7.880804344674902,7,9.570110520822217,1,4,4,4,4,4.0,3,4.0,1974,1974,4,550.0,1748.0,1023.0,5.0,12.468436909997664
532476080,7.8252452914317745,7,9.879297313734911,1,4,1,4,5,4.0,3,1.0,1990,1990,4,564.0,1223.0,727.0,6.0,12.61153775363834
532477030,7.265429723253952,6,9.878579916829944,1,3,2,3,5,3.0,3,3.0,1974,1974,3,484.0,1430.0,800.0,5.0,12.165250651009917
532477040,7.681099001536358,7,9.772353284511327,1,4,2,3,7,3.0,3,4.0,1974,2003,4,518.0,1192.0,125.0,2.0,12.591335046320818
532478020,7.607878073278508,8,9.65988615931952,1,4,2,4,8,4.0,3,4.0,1980,1980,4,864.0,2014.0,1733.0,5.0,12.524526376648707
532479020,7.40306109109009,5,9.283497892593909,1,3,1,3,4,4.0,3,1.0,1972,1972,3,490.0,1001.0,190.0,2.0,11.849397701591439
532479050,6.944087208229528,5,9.282754052485226,1,3,0,3,5,2.0,3,4.0,1974,1974,3,431.0,1037.0,787.0,5.0,11.767567683343811
532479120,7.438971592395863,5,9.719985298994011,1,3,2,3,5,4.0,3,4.0,1975,1981,3,611.0,1390.0,1390.0,5.0,12.049418835484795
533110130,7.7902823807034824,8,9.68402471906149,1,4,1,5,5,4.0,3,1.0,1991,1992,4,462.0,1288.0,0.0,1.0,12.468436909997664
533120030,7.940939762327791,8,9.166597449028263,1,4,1,5,5,5.0,3,1.0,1990,1990,4,750.0,1453.0,482.0,6.0,12.618182296357007
533125080,7.894690850425624,6,9.127502093667179,1,4,2,5,5,4.0,3,1.0,1990,1991,4,473.0,930.0,704.0,5.0,12.577636201962655
533125120,7.946617563244473,8,9.307920700315046,1,4,3,5,5,5.0,3,4.0,1992,1993,4,888.0,1334.0,1118.0,6.0,12.718896271958835
533125140,7.932362154339751,9,9.307920700315046,1,4,1,5,5,4.0,3,4.0,1993,1994,4,636.0,1848.0,520.0,4.0,12.827992316801753
533128030,7.738488122494647,7,9.498971993463552,1,4,1,5,5,4.0,3,1.0,1992,2000,4,590.0,1095.0,728.0,6.0,12.498742259492994
533128090,7.392647520721622,8,9.430359045942867,1,4,1,5,5,4.0,3,1.0,1994,1995,4,757.0,1624.0,1456.0,6.0,12.476099782743232
533130020,7.561641745588781,7,9.22876950744455,1,4,1,5,5,4.0,3,1.0,1992,1992,4,564.0,750.0,674.0,6.0,12.154779351142626
533130130,7.761744984658913,8,9.483644576482007,1,4,1,5,5,4.0,3,1.0,1993,1993,4,762.0,1231.0,250.0,2.0,12.800779753276867
533130160,7.7075121946003415,8,9.317758768743452,1,4,1,5,5,4.0,3,1.0,1992,1993,4,713.0,1390.0,1129.0,6.0,12.560244459250786
533130170,7.962763930168115,8,9.275940829060133,1,4,1,5,5,4.0,3,1.0,1992,2000,4,541.0,1683.0,700.0,6.0,12.560244459250786
533135020,7.470224135899966,7,9.388402871849754,1,4,1,5,8,4.0,3,1.0,1991,2008,4,524.0,975.0,601.0,6.0,12.367340793126294
533205060,7.305188215393037,7,8.483636407887394,1,4,1,5,5,5.0,3,3.0,2004,2005,4,506.0,1488.0,1298.0,6.0,12.468436909997664
533205110,7.228388451573603,8,8.384575666801398,1,4,1,5,5,4.0,3,3.0,2004,2004,4,540.0,1378.0,851.0,6.0,12.273731294003987
533206020,8.008032846969307,7,7.965545573129993,1,4,1,5,5,4.0,3,1.0,2004,2005,4,704.0,1376.0,0.0,1.0,12.545219872600688
533206040,7.041411663794809,7,8.196436811235028,1,4,1,5,5,4.0,3,1.0,2004,2004,4,588.0,1143.0,0.0,1.0,12.08050942255483
533206050,7.237778191923442,7,8.362175469149628,1,4,0,5,5,4.0,3,2.0,2004,2004,4,530.0,1391.0,16.0,6.0,12.185869938212655
533206060,7.048386408721884,8,8.167068178341237,1,4,0,5,5,4.0,3,1.0,2006,2007,4,484.0,1141.0,60.0,6.0,12.019743067338679
533206070,7.3556411029742526,8,8.238536930171769,1,4,0,5,5,4.0,3,1.0,2006,2007,4,476.0,1511.0,60.0,6.0,12.174581978438804
533208020,7.20934025660291,7,8.190354403763264,1,4,1,5,5,5.0,3,1.0,2006,2007,4,466.0,1352.0,937.0,6.0,12.175613438045467
533208040,7.123672785204607,7,8.360305435879091,1,4,0,5,5,4.0,3,1.0,2006,2007,4,569.0,1241.0,1106.0,6.0,12.205572520488492
533208050,7.1284959456800365,8,8.106514516255185,1,4,1,5,5,4.0,3,1.0,2005,2005,4,550.0,1247.0,1039.0,6.0,12.190959007720124
533208080,7.1308988302963465,7,8.298290634359283,1,4,0,5,5,4.0,3,1.0,2006,2007,4,625.0,625.0,0.0,1.0,12.05466819137094
533208090,7.426549072397305,7,8.164794804244766,1,4,0,5,5,4.0,3,1.0,2004,2004,4,588.0,840.0,0.0,1.0,12.154779351142626
533208140,7.126890808898808,7,8.141772204656451,1,4,0,5,5,4.0,3,1.0,2004,2005,4,495.0,1235.0,24.0,6.0,12.089538829274224
533210060,7.090076835776093,7,8.075582636671719,1,4,0,5,5,4.0,3,3.0,2004,2004,4,480.0,600.0,280.0,6.0,11.951180395901384
533212010,7.090076835776093,7,8.065265208897733,1,4,0,5,5,4.0,3,1.0,2004,2005,4,480.0,600.0,0.0,1.0,11.925035115797062
533212020,7.090076835776093,7,7.841492924460013,1,4,0,5,5,4.0,3,1.0,2004,2005,4,480.0,600.0,368.0,6.0,11.915051671812876
533212050,7.090076835776093,6,8.064636475774222,1,4,0,5,5,4.0,3,1.0,2005,2005,4,480.0,600.0,390.0,6.0,12.013700752882716
533212060,7.119635638017637,6,7.841492924460013,1,4,0,5,5,4.0,3,1.0,2005,2005,4,480.0,600.0,376.0,6.0,11.931635799828413
533212100,7.090076835776093,7,8.064636475774222,1,4,0,5,5,4.0,3,1.0,2005,2005,3,480.0,600.0,0.0,1.0,11.925035115797062
533212110,7.109062135687172,7,7.841492924460013,1,4,0,5,5,4.0,3,1.0,2005,2005,4,480.0,600.0,0.0,1.0,11.900905258737373
533212120,7.109062135687172,7,7.841492924460013,1,4,0,5,5,4.0,3,1.0,2005,2005,4,480.0,600.0,0.0,1.0,11.917723684090689
533213010,7.453561871643371,6,8.250620082174692,1,4,1,5,5,4.0,3,1.0,2008,2008,4,561.0,1726.0,0.0,1.0,12.310432660854413
533213020,7.135687347028143,6,8.34687925374656,1,4,1,5,5,4.0,3,1.0,2008,2008,4,641.0,1145.0,962.0,6.0,12.180754837545884
533213040,7.293697720601437,6,8.080237416216702,1,3,0,4,5,4.0,3,1.0,1999,1999,3,440.0,729.0,381.0,6.0,12.058152515453553
533213070,7.313886831633463,7,7.731930721948487,1,3,0,4,5,4.0,3,1.0,1999,1999,3,440.0,744.0,549.0,5.0,12.097373228606832
533213120,7.345364840416867,6,7.731930721948487,1,3,0,4,5,4.0,3,1.0,1999,1999,3,440.0,744.0,550.0,6.0,12.060468671671384
533213130,7.313886831633463,6,7.731930721948487,1,3,1,4,5,4.0,3,1.0,1999,1999,3,440.0,744.0,565.0,6.0,12.08107615535549
533213140,7.284820912568604,6,8.080237416216702,1,3,1,4,5,4.0,3,1.0,1999,1999,3,440.0,729.0,419.0,6.0,12.078239274020287
533215020,7.401231264413014,9,8.469052816088304,1,5,1,5,5,4.0,3,3.0,2000,2000,4,495.0,1614.0,1027.0,6.0,12.61153775363834
533215030,7.177782416195197,9,8.420241665339788,1,4,1,5,5,5.0,3,3.0,2001,2001,4,545.0,1310.0,1004.0,6.0,12.560244459250786
533215040,7.257707677160043,9,8.385944904806284,1,5,1,5,5,5.0,3,3.0,2001,2001,4,588.0,1419.0,964.0,6.0,12.577636201962655
533215070,7.350516171833997,9,8.32093496888341,1,5,1,5,5,4.0,3,3.0,1999,2000,4,484.0,1557.0,1141.0,6.0,12.628067055589547
533215080,7.443663683115591,9,8.540714386457584,1,4,1,5,5,5.0,3,3.0,1999,2000,4,506.0,1698.0,1238.0,6.0,12.703509032177148
533217050,7.132497551660045,7,7.67786350067821,1,4,0,5,5,4.0,3,1.0,1999,2000,4,462.0,600.0,510.0,4.0,11.982929094215965
533217060,7.247080584585756,7,7.67786350067821,1,4,0,5,5,4.0,3,1.0,1999,2000,4,462.0,672.0,600.0,6.0,12.0435537160324
533221030,7.321188556739478,6,7.6577552711348655,1,4,1,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,420.0,6.0,12.034691028774553
533221040,7.321188556739478,6,8.005700678662544,1,4,0,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,507.0,6.0,12.100712129872349
533221060,7.360739903058278,6,7.6577552711348655,1,4,0,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,417.0,6.0,12.083905011555967
533221080,7.329093736246593,6,8.005700678662544,1,4,0,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,353.0,6.0,12.019743067338679
533221090,7.360739903058278,6,7.6577552711348655,1,4,0,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,378.0,6.0,12.08672588789761
533221100,7.329749689041513,6,7.6577552711348655,1,4,1,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,436.0,6.0,12.083905011555967
533221110,7.321188556739478,6,7.99967857949945,1,4,0,5,5,4.0,3,1.0,2000,2000,4,440.0,756.0,466.0,6.0,12.083905011555967
533223010,7.280697195384741,7,8.225503097566918,1,4,0,5,5,4.0,3,1.0,1999,1999,4,506.0,691.0,450.0,6.0,12.122147410592413
533223020,7.255591274253665,7,7.85243908535751,1,4,0,5,5,4.0,3,1.0,1999,1999,4,484.0,696.0,604.0,5.0,11.951180395901384
533223030,7.280697195384741,7,8.234299635696253,1,4,0,5,5,4.0,3,1.0,1999,1999,4,506.0,691.0,549.0,6.0,11.957611286231675
533223050,7.0048819897128585,7,8.537975730598768,1,4,0,5,5,4.0,3,1.0,2004,2004,4,480.0,551.0,239.0,6.0,11.910358401381128
533223080,7.2312870043276165,7,7.8826922062890254,1,4,0,5,5,4.0,3,1.0,2000,2000,4,490.0,673.0,641.0,6.0,12.013700752882716
533223100,6.984716320118267,7,7.784473235736469,1,4,0,5,5,4.0,3,1.0,2003,2003,4,496.0,530.0,244.0,6.0,11.898935885244258
533223110,6.984716320118267,7,8.399984990510696,1,4,0,5,5,4.0,3,1.0,2003,2003,4,496.0,530.0,0.0,1.0,11.842229212112827
533234020,7.489412083508719,7,9.272939513732704,1,3,1,5,5,3.0,3,1.0,2001,2001,3,546.0,858.0,681.0,6.0,12.314927050442257
533236040,7.273092595999522,8,7.8804263442924,1,4,0,5,5,4.0,3,1.0,1999,2000,4,492.0,776.0,0.0,1.0,12.066810578196664
533236050,7.461065514354282,8,7.8804263442924,1,4,0,5,5,4.0,3,1.0,1999,2000,4,480.0,970.0,649.0,6.0,12.058152515453553
533236060,7.368970402194793,8,7.8804263442924,1,4,0,5,5,4.0,3,1.0,1999,1999,4,480.0,960.0,612.0,6.0,12.0435537160324
533236070,7.382124365737512,8,7.8804263442924,1,4,0,5,5,4.0,3,1.0,1999,2000,4,480.0,960.0,813.0,6.0,12.206072645530176
533236090,7.780303087908372,10,8.281723990411393,1,5,1,5,5,4.0,3,2.0,1998,1999,5,846.0,970.0,128.0,4.0,12.751299696013493
533241010,7.434847875211999,7,9.025696119812585,1,4,1,5,5,4.0,3,1.0,1997,1998,4,434.0,569.0,0.0,1.0,12.206072645530176
533241030,7.575584651557793,7,8.90910013492555,1,4,1,5,5,4.0,3,1.0,1997,1998,4,576.0,975.0,649.0,4.0,12.384218830913648
533242030,7.357556200910352,8,8.87905466204227,1,4,1,5,5,4.0,3,1.0,2001,2002,4,564.0,1568.0,0.0,1.0,12.30591798049989
533242080,7.213768308118643,7,8.898502209646642,1,4,0,5,5,4.0,3,1.0,1999,2000,4,625.0,1339.0,0.0,1.0,12.225875272826354
533242090,7.6246189861593985,8,8.988446040062405,1,4,2,5,5,5.0,3,1.0,2003,2004,4,552.0,1054.0,964.0,6.0,12.614865543731012
533244030,7.5218592522016285,8,8.906393407058367,1,4,1,5,5,4.0,3,1.0,2000,2000,4,592.0,975.0,484.0,6.0,12.445089546000672
533244040,7.767263996757307,8,9.037533407550814,1,4,2,5,5,5.0,3,2.0,1998,1998,4,1105.0,1220.0,901.0,6.0,12.652359748158592
533250050,7.160845906664298,8,9.61333576618342,1,5,2,5,5,4.0,3,1.0,1996,1996,4,500.0,1260.0,786.0,6.0,12.411052226216713
533250110,7.122059881629143,8,9.311451873344595,1,4,1,5,5,4.0,3,4.0,1995,1995,4,477.0,1230.0,560.0,2.0,12.289954129510875
533250130,7.309212365692762,8,9.164191715950203,1,5,1,5,5,4.0,3,3.0,1995,1996,4,481.0,1494.0,437.0,2.0,12.506177237980511
533250160,7.449498005382849,8,9.291551627401006,1,4,2,5,5,4.0,3,4.0,1993,1993,4,473.0,1719.0,1619.0,6.0,12.688498794774466
533250190,7.309212365692762,8,9.155461710466193,1,4,1,5,5,4.0,3,4.0,1994,1995,4,478.0,1494.0,457.0,2.0,12.541472879190051
533251110,7.767263996757307,7,9.392661928770137,1,4,1,5,6,4.0,3,1.0,1980,1980,4,546.0,2002.0,1732.0,6.0,12.449018824140566
533251120,7.116394144093465,6,9.316500567804573,1,3,0,3,6,4.0,3,1.0,1984,1984,3,516.0,1232.0,660.0,4.0,11.998433280751927
533251130,7.266827347520591,5,9.69010867127683,1,4,1,5,7,4.0,3,4.0,1978,1978,3,588.0,1360.0,680.0,5.0,12.175613438045467
533252020,7.0967213784947605,6,9.328123407632567,1,3,1,3,6,4.0,3,1.0,1977,1977,4,546.0,1208.0,767.0,5.0,12.013700752882716
533252040,7.434847875211999,8,9.595194526180224,1,5,1,5,9,4.0,3,4.0,1977,2008,5,642.0,1694.0,1252.0,6.0,12.672162375454773
533252130,7.270312886079025,5,9.284334051884509,1,4,1,3,8,4.0,3,4.0,1976,2004,4,528.0,1437.0,1157.0,5.0,12.292250341771224
533253030,7.118826249062077,8,8.23217423638394,1,3,3,4,5,4.0,3,4.0,1980,1980,4,484.0,1235.0,1009.0,6.0,12.273731294003987
533253050,6.943122422819427,8,8.199738960630786,1,4,1,3,5,4.0,3,4.0,1980,1980,4,484.0,1036.0,860.0,6.0,12.144197241812089
533253060,6.669498089857878,8,8.393894975071744,1,4,1,3,5,4.0,3,4.0,1980,1980,4,484.0,728.0,728.0,6.0,11.951180395901384
533253070,7.111512116496158,8,8.238008249218401,1,4,2,3,5,4.0,3,4.0,1981,1981,4,484.0,1226.0,960.0,6.0,12.261980277468467
533253090,7.111512116496158,8,8.262042843966942,1,4,1,3,5,4.0,3,4.0,1980,1980,4,484.0,1226.0,807.0,6.0,12.154779351142626
533253160,7.111512116496158,8,8.262558973010657,1,4,1,3,5,4.0,3,4.0,1978,1978,4,484.0,1226.0,652.0,6.0,12.0435537160324
533253180,7.166265974133638,8,8.253227645581772,1,4,2,3,6,4.0,3,4.0,1978,1998,4,571.0,1057.0,881.0,6.0,12.272562386799006
533253210,7.111512116496158,8,8.263590432617319,1,4,1,3,6,4.0,3,4.0,1978,1978,4,484.0,1226.0,1052.0,6.0,12.235631447771716
533254050,7.461640392208575,7,9.643226075660339,1,4,0,3,5,4.0,3,2.0,1981,1981,4,540.0,1740.0,121.0,2.0,12.395038745042793
533254100,7.525639975041535,6,9.169518377455928,1,3,1,5,7,3.0,3,1.0,1976,1994,4,512.0,528.0,0.0,1.0,12.138863895836725
533254130,7.140453043101157,6,9.169518377455928,1,3,1,5,8,4.0,3,4.0,1976,1976,3,460.0,1262.0,978.0,5.0,12.109010932687044
533350020,7.822845290279774,8,9.78571701680162,1,4,2,4,5,4.0,3,4.0,1981,1981,4,676.0,2461.0,1632.0,5.0,12.829333698625954
533350050,7.518607216815253,9,10.825183649068832,1,4,1,4,5,5.0,3,4.0,1981,1987,4,894.0,1842.0,1810.0,6.0,12.86099861326992
533350090,7.9875244798487675,9,10.10936286228382,1,4,1,3,3,4.0,3,1.0,1977,1977,4,864.0,994.0,410.0,6.0,11.918390573078392
533350120,7.4211775285953925,8,9.697692639556534,1,5,1,5,9,4.0,3,2.0,1976,2007,5,550.0,1426.0,1044.0,6.0,12.577636201962655
533352075,7.8709295967551425,5,9.846387960495557,1,3,1,5,5,4.0,1,1.0,1977,1977,3,600.0,1361.0,498.0,6.0,12.154779351142626
533352150,7.390181428226429,4,9.209439966733019,1,3,1,5,4,3.0,3,1.0,1976,1993,3,490.0,1281.0,1116.0,4.0,11.918390573078392
533352170,7.2991214627108,6,9.511703431483827,1,4,0,5,8,3.0,3,1.0,1976,2005,4,475.0,725.0,533.0,6.0,11.779128505744884
534102025,7.307872780763706,7,8.987196820661973,1,4,1,5,5,4.0,3,1.0,2002,2002,4,596.0,1492.0,833.0,6.0,12.345834587905333
534104090,7.564757012905729,7,8.860782895806315,1,4,1,5,5,4.0,3,1.0,2001,2001,4,650.0,1057.0,738.0,6.0,12.328290278254425
534104100,7.502186486602924,7,8.922658299524402,1,3,1,5,5,4.0,3,1.0,2002,2002,4,469.0,952.0,0.0,1.0,12.230765258120543
534125080,7.349873704738338,6,9.367344120785848,1,3,0,5,6,3.0,3,1.0,1968,1968,3,441.0,727.0,298.0,3.0,11.944707881395766
534125120,7.049254841255838,6,9.367344120785848,1,3,0,5,6,3.0,3,1.0,1968,1968,3,412.0,912.0,0.0,1.0,11.87374182140951
534125210,7.084226422097917,5,9.481130576757746,1,3,0,5,6,4.0,3,1.0,1972,1972,3,501.0,1153.0,962.0,6.0,11.894780707439258
534126060,7.560080465021827,7,9.229358377811943,1,4,1,4,6,3.0,3,1.0,1968,1992,3,487.0,570.0,0.0,1.0,12.0435537160324
534126090,7.427738840532895,7,9.249561085129463,1,3,1,4,6,3.0,3,1.0,1970,1970,3,530.0,1304.0,0.0,1.0,12.066810578196664
534127080,7.7877968781811715,6,8.987196820661973,1,3,1,3,6,3.0,3,1.0,1970,1970,3,570.0,1008.0,915.0,3.0,12.388602513959086
534127130,7.273786317844895,6,9.368796057668156,1,3,1,3,6,3.0,3,1.0,1970,1970,3,615.0,1442.0,0.0,1.0,12.128111104060464
534127140,6.9865664594064265,6,9.073718494433221,1,3,0,5,6,4.0,3,3.0,1969,1969,3,480.0,973.0,973.0,4.0,11.998433280751927
534127170,7.305860032684009,6,9.122164681072457,1,4,1,4,7,3.0,3,1.0,1968,1968,3,462.0,1489.0,0.0,1.0,12.132156962580007
534127190,7.676009932028887,7,9.941794386690717,1,3,1,3,7,3.0,3,1.0,1968,2003,3,508.0,1568.0,297.0,4.0,12.478006361013815
534127210,7.263329617476836,6,9.315060682746584,1,3,0,4,6,3.0,3,3.0,1969,1969,3,516.0,1427.0,828.0,6.0,12.117241431823556
534127230,7.461640392208575,6,9.310185706945902,1,3,1,2,5,3.0,3,1.0,1968,1968,3,512.0,1740.0,301.0,3.0,11.918390573078392
534127260,7.166265974133638,6,9.367344120785848,1,3,0,2,5,4.0,3,1.0,1968,1968,3,528.0,1295.0,910.0,5.0,12.007621706806335
534127270,7.255591274253665,6,9.367344120785848,1,3,1,4,6,3.0,3,1.0,1968,1968,3,776.0,708.0,404.0,5.0,12.100156419938624
534128010,7.644919344958858,7,9.247828816387175,1,3,2,5,6,4.0,3,2.0,1973,1973,3,484.0,1107.0,859.0,5.0,12.206072645530176
534128020,7.633853559681767,7,9.451873788401985,1,4,2,3,6,3.0,3,2.0,1974,1974,3,784.0,752.0,560.0,6.0,12.235631447771716
534128090,7.383989457978508,7,9.337677620437377,1,4,1,3,7,3.0,3,1.0,1972,1987,3,515.0,1124.0,346.0,4.0,12.128111104060464
534128100,7.240649694255465,6,9.467769401256945,1,3,1,3,6,3.0,3,1.0,1972,1972,3,497.0,723.0,593.0,4.0,11.99535161421452
534128190,7.878534196140362,6,9.249561085129463,1,4,1,4,7,3.0,3,1.0,1967,1997,3,515.0,932.0,0.0,1.0,12.456442183097975
534128210,7.883823214892152,6,9.308283446306149,1,4,1,3,7,3.0,3,2.0,1968,1984,3,619.0,1054.0,619.0,4.0,12.429216196844385
534129040,7.511524648390867,6,9.254931255304056,1,3,0,4,6,3.0,3,1.0,1967,1967,3,535.0,1829.0,506.0,6.0,12.29454129351778
534129060,7.390181428226429,7,9.641278276057378,1,4,1,5,7,3.0,3,1.0,1967,1967,3,578.0,1620.0,603.0,5.0,12.278393307109802
534129080,7.452402451223638,6,9.790934566296796,1,3,1,2,5,4.0,3,3.0,1967,1976,3,480.0,1680.0,528.0,5.0,12.195517131590655
534129230,7.489970898834801,6,9.249561085129463,1,3,1,4,5,3.0,3,1.0,1972,1972,3,484.0,732.0,247.0,3.0,12.014609430818934
534129370,7.19743535409659,5,9.169518377455928,1,3,1,3,5,4.0,3,2.0,1969,1969,3,502.0,1288.0,553.0,5.0,12.0015054797889
534151090,7.3740018593501615,7,9.163982247998034,1,4,1,5,6,4.0,3,1.0,1993,1993,3,472.0,1594.0,0.0,1.0,12.146853285870204
534151120,7.735433352499688,7,9.530538036104645,1,4,2,5,7,4.0,3,1.0,1977,1992,3,520.0,908.0,432.0,6.0,12.345834587905333
534151175,7.822044008185619,6,9.286467732363734,1,4,1,5,5,4.0,3,2.0,1993,1993,3,660.0,1280.0,1137.0,6.0,12.40287222150478
534151180,7.6377164326647975,7,9.26198360512802,1,4,1,5,6,4.0,3,1.0,1993,1993,4,473.0,1148.0,819.0,6.0,12.449018824140566
534152050,7.383989457978508,6,9.268892258925797,1,4,2,4,7,3.0,3,2.0,1977,2001,3,480.0,1610.0,1200.0,5.0,12.230765258120543
534152070,7.544861068658457,6,9.84357829978222,1,3,1,3,5,4.0,3,2.0,1978,1978,3,678.0,1224.0,687.0,5.0,12.266697267346606
534152100,7.4465850991577245,7,9.251578279992428,1,3,1,3,5,4.0,3,1.0,1988,1988,3,496.0,980.0,394.0,6.0,12.188417710291452
534152120,7.195937226475568,6,9.174713194333034,1,3,1,3,5,4.0,3,1.0,1977,1977,3,630.0,1350.0,686.0,5.0,12.031123843065634
534175010,7.426549072397305,5,9.35010231435134,1,3,0,2,6,3.0,3,1.0,1976,1976,3,528.0,1680.0,0.0,1.0,11.827042533619087
534175080,7.426549072397305,7,9.224243277145174,1,4,1,5,5,5.0,3,1.0,1998,1999,4,583.0,1650.0,144.0,2.0,12.270220465353924
534175100,7.195937226475568,7,9.224243277145174,1,3,0,4,6,3.0,3,1.0,1967,1967,3,477.0,1334.0,553.0,4.0,12.010665849187564
534175140,7.393263094763838,5,9.185022563991893,1,3,0,5,6,3.0,3,1.0,1965,1965,3,484.0,1625.0,0.0,1.0,11.852962767755935
534176060,7.2305631534092925,6,9.144200569471638,1,4,1,3,7,3.0,3,1.0,1972,2006,3,676.0,1161.0,982.0,5.0,12.193493863323312
534176140,6.996681488176539,6,9.281544130982514,1,3,1,4,7,3.0,3,1.0,1966,1966,3,484.0,1093.0,792.0,5.0,11.973509872299473
534176230,7.405495663199472,6,9.169518377455928,1,3,0,3,6,3.0,3,1.0,1971,1971,3,441.0,715.0,329.0,5.0,12.049418835484795
534176250,7.059617628291383,7,9.169518377455928,1,3,0,3,5,3.0,3,1.0,1969,1969,3,528.0,1164.0,0.0,1.0,11.849397701591439
534177180,7.868636894184167,6,9.287301413112312,1,3,1,3,7,3.0,3,1.0,1974,1997,3,624.0,1522.0,956.0,5.0,12.388394202324125
534177210,7.124478262493424,7,9.169518377455928,1,3,1,2,6,3.0,3,1.0,1973,1973,3,528.0,1242.0,916.0,5.0,12.075394321888055
534177230,7.4175804024145435,8,9.035986984831405,1,4,0,5,6,4.0,3,1.0,2001,2001,4,528.0,810.0,643.0,6.0,12.332705296463539
534178010,6.958448393297656,6,9.287301413112312,1,3,0,3,5,3.0,3,1.0,1963,1963,3,311.0,1052.0,617.0,4.0,11.751942365440726
534200030,6.761572768804054,5,8.872066513408342,1,3,0,3,6,3.0,3,1.0,1967,1967,3,312.0,864.0,648.0,4.0,11.77528972943772
