PID,SalePrice_Log,LotArea_Log,Street_Paved,LotShape,LandContour,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofMatl_CompShg,GrLivArea_Log,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,MoSold,YrSold,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,TotalBath,Exterior1st__AsbShng,Exterior1st__AsphShn,Exterior1st__BrkComm,Exterior1st__BrkFace,Exterior1st__CBlock,Exterior1st__CemntBd,Exterior1st__HdBoard,Exterior1st__ImStucc,Exterior1st__MetalSd,Exterior1st__Plywood,Exterior1st__PreCast,Exterior1st__Stucco,Exterior1st__Wd Sdng,Exterior1st__WdShing,MasVnrType__0,MasVnrType__BrkCmn,MasVnrType__BrkFace,MasVnrType__Stone,Foundation__BrkTil,Foundation__PConc,Foundation__Slab,Foundation__Stone,Foundation__Wood,Heating__Floor,Heating__GasW,Heating__Grav,Heating__OthW,Heating__Wall,SaleCondition__Abnorml,SaleCondition__AdjLand,SaleCondition__Alloca,SaleCondition__Family,SaleCondition__Partial,Functional__Maj1,Functional__Maj2,Functional__Min1,Functional__Min2,Functional__Mod,Functional__Sal,GarageType__2Types,GarageType__Basment,GarageType__BuiltIn,GarageType__CarPort,GarageType__Detchd,GarageType__None,GarageFinish__Fin,GarageFinish__None,GarageFinish__RFn,MSSubClass__120,MSSubClass__150,MSSubClass__160,MSSubClass__180,MSSubClass__190,MSSubClass__30,MSSubClass__40,MSSubClass__45,MSSubClass__50,MSSubClass__60,MSSubClass__70,MSSubClass__75,MSSubClass__80,MSSubClass__85,MSSubClass__90,MSZoning__A (agr),MSZoning__C (all),MSZoning__FV,MSZoning__I (all),MSZoning__RH,MSZoning__RM,BldgType__2fmCon,BldgType__Duplex,BldgType__Twnhs,BldgType__TwnhsE,LotConfig__Corner,LotConfig__CulDSac,LotConfig__FR2,LotConfig__FR3,HouseStyle__1.5Fin,HouseStyle__1.5Unf,HouseStyle__2.5Fin,HouseStyle__2.5Unf,HouseStyle__2Story,HouseStyle__SFoyer,HouseStyle__SLvl,Neighborhood__Blmngtn,Neighborhood__Blueste,Neighborhood__BrDale,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__Greens,Neighborhood__GrnHill,Neighborhood__IDOTRR,Neighborhood__Landmrk,Neighborhood__MeadowV,Neighborhood__Mitchel,Neighborhood__NPkVill,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__StoneBr,Neighborhood__Timber,Neighborhood__Veenker,Condition1__Artery,Condition1__Feedr,Condition1__PosA,Condition1__PosN,Condition1__RRAe,Condition1__RRAn,Condition1__RRNe,Condition1__RRNn,FireplaceQu__1,FireplaceQu__2,FireplaceQu__4,FireplaceQu__5,FireplaceQu__TA,GarageCond__0.0,GarageCond__1.0,GarageCond__2.0,GarageCond__4.0,GarageCond__5.0,ISU_dist
527404120,11.744037185933616,9.035986984831405,1,4,4,4,3,4,5,1970,1970,1,1,6.782192056006791,0.0,3,3,3.0,3.0,1.0,5.0,804.0,3.0,78.0,0.0,882.0,3,1,4,2010,1,2,1,3,4,0,2.0,525.0,3.0,3,240,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.516324603
527404140,11.719939634354555,9.023287640806327,1,4,4,4,3,4,5,1971,1971,1,1,6.77078942390898,0.0,3,3,3.0,3.0,1.0,1.0,0.0,1.0,0.0,858.0,858.0,3,1,6,2007,1,3,1,3,5,0,4.0,480.0,3.0,3,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.484348752
527404150,11.608235644774552,8.901094121608562,1,3,4,4,3,4,6,1971,1971,1,1,6.754604099487962,0.0,3,3,3.0,3.0,1.0,5.0,322.0,1.0,0.0,536.0,858.0,3,1,6,2007,1,2,1,3,4,0,1.0,684.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48733088
527404180,11.487607656985938,8.881836305004146,1,4,4,4,3,4,4,1971,1971,1,1,6.773080375655535,0.0,3,3,3.0,3.0,1.0,3.0,20.0,2.0,620.0,224.0,864.0,3,1,3,2006,1,3,1,3,5,0,2.0,576.0,3.0,3,63,0,0,0,0,0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58550164
527405130,11.245046019814627,8.85907931788153,1,4,4,4,3,4,6,1970,1970,1,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,5.0,726.0,1.0,0.0,138.0,864.0,3,1,9,2009,1,3,1,3,5,0,2.0,576.0,3.0,3,210,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.491523412
527405160,11.699405031912846,8.847934753328465,1,4,4,4,3,4,6,1970,1970,1,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,5.0,375.0,4.0,239.0,250.0,864.0,3,1,11,2009,1,3,1,4,5,0,2.0,660.0,3.0,3,96,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.551951491
527405180,11.732060994886899,9.002085433155724,1,4,4,4,3,4,7,1970,1970,1,1,6.761572768804055,0.0,3,4,3.0,3.0,1.0,5.0,191.0,1.0,0.0,673.0,864.0,5,1,7,2009,1,3,1,3,5,0,2.0,463.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558035007
527425025,11.759785542901755,9.752606521576492,1,4,4,4,3,4,7,1961,1961,1,1,6.81783057145415,0.0,3,4,3.0,3.0,1.0,5.0,314.0,1.0,0.0,600.0,914.0,5,1,7,2007,1,2,1,3,4,0,1.0,270.0,2.0,3,140,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8868434410000003
527425035,11.619535200028487,9.452109387413557,1,3,4,4,3,4,5,1972,1972,0,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,4.0,600.0,1.0,0.0,264.0,864.0,3,1,4,2008,1,3,1,3,5,0,2.0,576.0,3.0,3,216,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9321059480000002
527425060,11.48246625748552,9.259130536145614,1,4,4,4,3,4,6,1971,1971,1,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,5.0,524.0,2.0,180.0,160.0,864.0,4,1,3,2009,1,2,1,3,4,0,2.0,576.0,3.0,3,216,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9639835519999997
527425090,11.652687407345388,9.259130536145614,1,4,4,4,3,4,5,1971,1971,1,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,5.0,432.0,1.0,0.0,432.0,864.0,3,1,4,2010,1,3,1,3,5,1,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.019129021
527425110,11.77528972943772,9.104979856318357,1,4,4,4,3,4,7,1971,2006,1,1,6.761572768804055,0.0,3,4,3.0,3.0,1.0,5.0,240.0,1.0,0.0,624.0,864.0,4,1,7,2009,1,3,1,3,5,0,2.0,576.0,3.0,3,200,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.020157461
527425140,11.699405031912846,9.104979856318357,1,4,4,4,3,4,6,1971,1971,1,1,6.761572768804055,0.0,3,3,3.0,3.0,1.0,5.0,616.0,1.0,0.0,248.0,864.0,3,1,5,2007,1,3,1,3,5,0,2.0,528.0,3.0,3,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.046265316
527427090,11.79810440720389,8.30844552038576,1,4,4,4,3,7,5,1998,1998,1,1,6.642486801367256,182.0,3,3,4.0,3.0,3.0,6.0,584.0,2.0,139.0,0.0,723.0,5,1,6,2007,1,1,1,3,4,0,1.0,367.0,3.0,3,120,40,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7235484939999997
527427160,11.951180395901384,8.321907968230423,1,3,4,4,3,6,5,2001,2001,1,1,7.198183577101943,0.0,4,3,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1337.0,1337.0,5,1,7,2007,2,2,1,4,5,1,2.0,511.0,3.0,3,136,68,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.738706802
527427200,12.083905011555967,9.300455261418444,1,2,4,4,3,6,5,1997,1998,1,1,7.198183577101943,0.0,4,3,4.0,3.0,1.0,6.0,930.0,1.0,0.0,475.0,1405.0,5,1,10,2007,2,2,1,4,5,1,2.0,522.0,3.0,3,0,68,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.819521131
527427210,12.154779351142624,9.079434102128383,1,2,4,4,3,6,5,2002,2002,1,1,7.257707677160043,0.0,4,3,4.0,3.0,1.0,6.0,951.0,1.0,0.0,536.0,1487.0,5,1,9,2006,2,2,1,4,4,0,2.0,543.0,3.0,3,196,68,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8204914619999997
527427230,12.122691036591123,8.675563527387679,1,3,4,4,3,7,5,1999,1999,1,1,7.198183577101943,0.0,4,3,4.0,3.0,1.0,6.0,1051.0,4.0,0.0,354.0,1405.0,5,1,6,2010,2,2,1,4,5,1,2.0,511.0,3.0,3,203,68,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.822434233
527450010,11.566466231898259,7.9229859587111955,1,4,4,4,3,6,5,1973,1973,1,1,6.9957661563048505,514.0,3,3,3.0,3.0,1.0,1.0,0.0,1.0,0.0,525.0,525.0,3,1,12,2006,1,3,1,3,6,0,2.0,440.0,3.0,3,0,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450030,11.639558115903595,7.6984827878809465,1,4,4,4,3,6,6,1973,1973,1,1,6.9957661563048505,567.0,3,3,3.0,3.0,1.0,5.0,312.0,1.0,0.0,213.0,525.0,3,1,2,2007,1,3,1,3,6,0,1.0,264.0,3.0,3,144,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450080,11.740061037553975,7.67786350067821,1,4,4,4,3,5,6,1973,1973,1,1,7.21890970761906,200.0,3,3,3.0,3.0,1.0,2.0,402.0,1.0,0.0,363.0,765.0,4,1,6,2006,1,3,1,4,7,1,2.0,440.0,3.0,3,0,36,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.378569966
527450110,11.546360241056465,7.426549072397305,1,4,4,4,3,6,5,1973,1973,1,1,6.894670039433482,359.0,3,3,3.0,3.0,1.0,2.0,458.0,1.0,0.0,25.0,483.0,3,1,2,2008,1,2,1,3,5,0,1.0,264.0,3.0,3,52,0,0,0,0,0,0.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450150,11.635143097694478,7.5443321080536885,1,4,4,4,3,6,5,1973,1973,1,1,7.1049654482698426,285.0,3,3,3.0,3.0,1.0,4.0,356.0,1.0,0.0,316.0,672.0,3,1,5,2007,1,3,1,3,7,0,1.0,264.0,3.0,3,144,28,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450210,11.326595886778735,7.577121930876679,1,4,4,4,3,6,5,1973,1973,1,1,6.894670039433482,408.0,3,3,3.0,2.0,1.0,4.0,309.0,1.0,0.0,174.0,483.0,3,1,6,2006,1,2,1,3,5,0,1.0,264.0,3.0,3,72,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450220,11.641318679738628,7.629489916393995,1,4,4,4,3,6,5,1973,1973,1,1,7.1049654482698426,265.0,3,3,3.0,3.0,1.0,1.0,0.0,1.0,0.0,672.0,672.0,5,1,12,2007,1,4,1,5,7,0,1.0,264.0,3.0,3,0,28,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450250,11.512925464970229,7.426549072397305,1,4,4,4,3,6,5,1973,1973,1,1,6.894670039433482,158.0,3,3,3.0,3.0,1.0,4.0,330.0,1.0,0.0,153.0,483.0,3,1,11,2008,1,2,1,3,5,0,1.0,264.0,3.0,3,0,0,0,0,0,0,0.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450280,11.617285480294472,7.426549072397305,1,4,4,4,3,6,5,1973,1973,1,1,6.894670039433482,504.0,3,3,3.0,3.0,1.0,4.0,254.0,1.0,0.0,229.0,483.0,3,1,7,2009,1,2,1,3,5,0,1.0,264.0,3.0,3,0,0,0,0,0,0,0.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378569966
527450460,11.661345470088502,7.5443321080536885,1,4,4,4,3,6,7,1972,1972,1,1,6.937314081223682,380.0,3,3,3.0,3.0,1.0,5.0,282.0,1.0,0.0,212.0,494.0,5,1,7,2006,1,3,1,3,6,0,1.0,264.0,3.0,3,0,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3785808810000004
527450520,11.517913006481267,7.5443321080536885,1,4,4,4,3,6,6,1972,1972,1,1,6.894670039433482,422.0,3,3,3.0,3.0,1.0,2.0,483.0,1.0,0.0,0.0,483.0,4,1,4,2008,1,2,1,3,5,0,1.0,352.0,3.0,3,411,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.324985987
