PID,GrLivArea_Log,SalePrice_Log,MSSubClass,MSZoning,LotFrontage,LotArea_Log,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalBath,ISU_dist
528118090,7.933796874815411,13.038981768465277,60,RL,96.0,9.436599066190539,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,1Fam,2Story,10,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,468.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0.0,538.0,1620.0,GasA,Ex,Y,SBrkr,1632,1158,0,2,4,1,Ex,10,Typ,1,BuiltIn,Fin,4.0,TA,Y,30,200,0,0,192,0,None,0,6,2008,WD ,Normal,3.5,3.853685011
528120010,7.674152921281675,12.468882964346784,60,RL,134.0,9.720705889909716,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,1582,570,0,2,3,1,Gd,7,Typ,1,Detchd,Unf,2.0,TA,Y,0,368,0,0,0,0,None,0,6,2007,New,Partial,2.5,3.869048476
528120020,7.448333860897476,12.450977688625896,20,RL,87.0,9.318835968129482,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1709.0,1709.0,GasA,Ex,Y,SBrkr,1717,0,0,2,3,1,Gd,7,Typ,1,Attchd,RFn,3.0,TA,Y,169,39,0,0,0,0,None,0,7,2009,WD ,Normal,2.0,3.921404508
528120030,7.463363045520021,12.721885810807203,20,RL,87.0,9.246382963323112,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,1739.0,GasA,Ex,Y,SBrkr,1743,0,0,2,3,1,Ex,8,Typ,1,Attchd,RFn,3.0,TA,Y,168,45,0,0,0,0,None,0,6,2009,ConLI,Normal,3.0,3.920508755
528120110,7.6487397889562425,12.526342907575106,60,RL,80.0,9.234056898593499,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,2,3,1,Ex,8,Typ,1,Attchd,RFn,3.0,TA,Y,192,52,0,0,0,0,None,0,3,2006,WD ,Normal,2.5,3.8506875810000003
528120120,7.437206366871292,12.524526376648708,20,RL,90.0,9.351839934249883,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,Gd,TA,PConc,Ex,TA,No,GLQ,110.0,Unf,0.0,1588.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,2,3,1,Ex,7,Typ,1,Attchd,Fin,3.0,TA,Y,192,74,0,0,0,0,None,0,6,2010,WD ,Normal,2.0,3.8498757039999996
528120130,7.754052639035757,12.845291484064564,60,RL,102.0,9.405166749908611,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,BrkFace,368.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1249.0,Unf,0.0,165.0,1414.0,GasA,Ex,Y,SBrkr,1414,917,0,2,3,1,Ex,9,Typ,1,BuiltIn,Fin,3.0,TA,Y,192,63,0,0,0,0,None,0,8,2008,WD ,Normal,3.5,3.8464684260000004
528120150,7.813187267521416,12.666657052859417,60,RL,76.0,9.16858043772795,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,2,4,1,Gd,9,Typ,1,BuiltIn,RFn,3.0,TA,Y,192,151,0,0,0,0,None,0,10,2007,WD ,Normal,2.5,3.847090647
528120160,7.44600149832412,12.524162674153336,20,RL,76.0,9.16858043772795,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088.0,Unf,0.0,625.0,1713.0,GasA,Ex,Y,SBrkr,1713,0,0,2,3,1,Ex,7,Typ,1,Attchd,Fin,3.0,TA,Y,0,26,0,0,170,0,None,0,1,2009,WD ,Normal,3.0,3.847575871
528120170,7.333676395657684,12.611537753638338,20,RL,77.0,9.29394595583098,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,1504.0,GasA,Ex,Y,SBrkr,1531,0,0,2,2,1,Ex,6,Typ,1,Attchd,Fin,3.0,TA,Y,184,52,0,0,0,0,None,0,2,2009,WD ,Normal,3.0,3.848073143
528138010,7.4999765409521215,12.688498794774466,20,RL,102.0,9.51148146411212,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285.0,Ex,TA,PConc,Ex,TA,No,GLQ,1142.0,Unf,0.0,632.0,1774.0,GasA,Ex,Y,SBrkr,1808,0,0,2,3,1,Ex,7,Typ,1,Attchd,Fin,3.0,TA,Y,200,26,0,0,0,0,None,0,3,2009,WD ,Normal,3.0,3.944443826
528138020,7.507690077819904,12.464583340681674,20,RL,79.0,9.555489144076292,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,Ex,Y,SBrkr,1822,0,0,2,3,1,Ex,8,Typ,1,Attchd,RFn,3.0,TA,Y,0,119,0,0,0,0,None,0,2,2010,WD ,Normal,2.0,3.898219903
528138060,7.336285660021297,12.273731294003989,20,RL,70.0,9.227295812625597,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,Ex,Y,SBrkr,1535,0,0,2,3,1,Gd,7,Typ,0,Attchd,RFn,2.0,TA,Y,0,0,0,0,0,0,None,0,3,2010,WD ,Normal,2.0,3.748712719
528142020,7.643961949002529,12.429216196844383,60,RL,74.0,9.093694189856862,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Ex,TA,PConc,Gd,TA,Av,GLQ,40.0,Unf,0.0,908.0,948.0,GasA,Ex,Y,SBrkr,948,1140,0,2,4,1,Gd,10,Typ,1,BuiltIn,Fin,3.0,TA,Y,100,24,0,0,0,0,None,0,6,2008,WD ,Normal,2.5,3.828751538
528142040,7.707062655370473,12.765688433465597,60,RL,74.0,9.086363192156472,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170.0,Unf,0.0,292.0,1462.0,GasA,Ex,Y,SBrkr,1462,762,0,2,4,1,Ex,10,Typ,1,Attchd,Fin,3.0,TA,Y,184,0,0,0,0,0,None,0,6,2009,WD ,Normal,3.5,3.8278450989999997
528142070,7.765569081097317,12.706544857216672,60,RL,82.0,9.362460420037015,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,1524.0,GasA,Ex,Y,SBrkr,1544,814,0,2,4,1,Ex,10,Typ,1,BuiltIn,Fin,3.0,TA,Y,120,34,0,0,0,0,None,0,8,2006,New,Partial,3.5,3.83067222
528142090,7.515344571180436,12.542544882151386,20,RL,107.0,9.338029733117072,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0.0,797.0,1836.0,GasA,Ex,Y,SBrkr,1836,0,0,2,3,1,Gd,7,Typ,1,Attchd,Fin,3.0,TA,Y,125,185,0,0,0,0,None,0,3,2009,WD ,Normal,3.0,3.752370243
528142110,7.572502985020384,12.793859310432293,20,RL,90.0,9.423675982299306,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,GasA,Ex,Y,SBrkr,1944,0,0,2,3,1,Ex,8,Typ,3,Attchd,Fin,3.0,TA,Y,208,175,0,0,0,0,None,0,11,2006,WD ,Normal,3.0,3.965297425
528142130,7.395721608602045,12.556729517143344,20,RL,85.0,9.273784544532717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,None,479.0,1603.0,3206.0,GasA,Ex,Y,SBrkr,1629,0,0,2,3,1,Gd,7,Typ,1,Attchd,RFn,3.0,TA,Y,0,0,0,0,0,0,None,0,10,2009,WD ,Normal,3.0,4.008326881
528142140,7.754481547470383,12.66349749256905,60,RL,85.0,9.266153436795395,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,126.0,Gd,TA,PConc,Ex,TA,No,GLQ,856.0,Unf,0.0,292.0,1148.0,GasA,Ex,Y,SBrkr,1170,1162,0,2,4,1,Ex,9,Typ,1,BuiltIn,Fin,3.0,TA,Y,224,142,0,0,0,0,None,0,7,2008,WD ,Normal,3.5,4.008326881
528142150,7.473069088032197,12.504323669331189,20,RL,90.0,9.463275708098129,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,Gd,TA,PConc,Gd,TA,No,ALQ,1262.0,Unf,0.0,498.0,1760.0,GasA,Ex,Y,SBrkr,1760,0,0,2,3,1,Gd,8,Typ,1,Attchd,Fin,2.0,TA,Y,165,190,0,0,0,0,None,0,6,2009,WD ,Normal,3.0,4.008326881
528150040,7.496652438168283,12.826649133255284,20,RL,94.0,9.51892740510786,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,2,3,1,Ex,7,Typ,1,Attchd,Fin,3.0,TA,Y,158,105,0,0,0,0,None,0,6,2007,WD ,Normal,2.5,3.9588354710000004
528150070,7.768110378525988,13.323926946863102,20,RL,100.0,9.466454374960302,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188.0,Unf,0.0,142.0,2330.0,GasA,Ex,Y,SBrkr,2364,0,0,2,2,1,Ex,11,Typ,2,Attchd,Fin,3.0,TA,Y,0,67,0,0,0,0,None,0,3,2010,New,Partial,3.5,3.846868906
528150080,7.491087593534876,12.82771576849868,20,RL,121.0,9.52937575208596,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,0,2,2,1,Gd,6,Typ,1,Attchd,RFn,3.0,TA,Y,204,49,0,0,0,0,None,0,3,2006,New,Partial,3.0,3.772016787
528150090,7.484368643286131,12.842649474601725,20,RL,131.0,9.604272564270623,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,1780.0,GasA,Ex,Y,SBrkr,1780,0,0,2,2,1,Ex,7,Typ,1,Attchd,Fin,3.0,TA,Y,144,68,0,0,0,0,None,0,8,2006,WD ,Normal,3.0,3.787944499
528150110,7.991592282068092,12.742566016044742,60,RL,99.0,9.477998292597036,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,2,5,1,Ex,11,Typ,1,BuiltIn,RFn,3.0,TA,Y,194,50,0,0,0,0,None,0,8,2007,WD ,Normal,2.5,3.7837319760000003
528150120,7.811163385025279,12.777052192115912,60,RL,99.0,9.400878083541478,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136,1332,0,2,4,1,Gd,10,Typ,1,BuiltIn,Fin,3.0,TA,Y,184,154,0,0,0,0,None,0,6,2007,WD ,Normal,3.5,3.7583480939999996
528164040,7.491087593534876,12.832011076396668,20,RL,72.0,9.37974553683691,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,0,2,2,1,Ex,6,Typ,1,Attchd,Fin,3.0,TA,Y,206,49,0,0,0,0,None,0,8,2006,WD ,Normal,3.0,3.6528613389999998
528164060,7.8119734296220225,13.329377546788654,20,RL,106.0,9.450930836894113,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2257.0,Unf,0.0,278.0,2535.0,GasA,Ex,Y,SBrkr,2470,0,0,1,1,1,Ex,7,Typ,2,Attchd,Fin,3.0,TA,Y,154,65,0,0,216,144,None,0,2,2008,WD ,Normal,3.5,3.6470908489999996
528166060,7.779885115070522,12.864240107194092,20,RL,103.0,9.508368736482108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56.0,Unf,0.0,2336.0,2392.0,GasA,Ex,Y,SBrkr,2392,0,0,2,3,1,Ex,8,Typ,1,Attchd,Fin,3.0,TA,Y,248,105,0,0,0,0,None,0,6,2009,WD ,Normal,2.0,3.766142678
528166090,7.804659297056102,13.005829561148378,20,RL,110.0,9.63390731544833,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,Gd,TA,PConc,Ex,TA,No,GLQ,1972.0,Unf,0.0,480.0,2452.0,GasA,Ex,Y,SBrkr,2452,0,0,2,3,1,Ex,10,Typ,1,Attchd,Fin,3.0,TA,Y,0,116,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,4.0,3.662829337
528166120,7.889084407035514,12.929991484756872,60,RL,110.0,9.52427481557203,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016.0,Unf,0.0,556.0,1572.0,GasA,Ex,Y,SBrkr,1572,1096,0,2,3,1,Ex,10,Typ,2,BuiltIn,Fin,3.0,TA,Y,400,0,0,0,0,0,None,0,3,2008,WD ,Normal,3.5,3.659720821
528166150,7.776954403322442,12.765688433465597,60,RL,110.0,9.56640512978922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,2,3,1,Gd,7,Typ,1,Attchd,Fin,3.0,TA,Y,192,228,0,0,0,0,None,0,1,2007,WD ,Normal,3.5,3.664397969
528168030,7.783224016336037,12.577636201962656,60,RL,96.0,9.492658081928813,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1105,1295,0,3,4,1,Gd,10,Typ,1,BuiltIn,Fin,3.0,TA,Y,114,40,0,0,0,0,None,0,6,2009,WD ,Normal,3.5,3.668390871
528168040,7.772331575169614,12.560244459250788,60,RL,93.0,9.392578591964389,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1234,1140,0,2,4,1,Ex,10,Typ,1,BuiltIn,Fin,3.0,TA,Y,104,100,0,0,0,0,None,0,5,2007,WD ,Normal,2.5,3.576035648
528170040,7.911324018963353,12.988040814744458,60,RL,56.0,9.924808634239811,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,438.0,1848.0,GasA,Ex,Y,SBrkr,1848,880,0,2,4,1,Ex,10,Typ,2,Attchd,Fin,3.0,TA,Y,0,0,0,0,0,0,None,0,4,2006,New,Partial,3.5,3.6011387810000004
528170070,7.6236419465115715,12.556729517143344,60,RL,85.0,9.270964993792617,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,0,2,3,1,Gd,8,Typ,1,BuiltIn,RFn,3.0,TA,Y,320,62,0,0,0,0,None,0,8,2008,WD ,Normal,3.5,3.592487283
528172020,7.55171221535131,12.524526376648708,60,RL,74.0,9.298992069570746,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546.0,Unf,0.0,512.0,1058.0,GasA,Ex,Y,SBrkr,1058,846,0,2,3,1,Ex,8,Typ,1,BuiltIn,Fin,2.0,TA,Y,179,60,0,0,0,0,None,0,6,2006,WD ,Normal,3.5,3.960960062
528172050,7.3864708488298945,12.41186655850927,20,RL,70.0,9.202912856147385,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,2,3,1,Gd,7,Typ,0,Attchd,RFn,3.0,TA,Y,100,38,0,0,0,0,None,0,5,2007,WD ,Normal,3.0,3.9537620430000002
528172060,7.381501894506707,12.45254202214788,20,RL,70.0,9.175541866433488,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,GasA,Gd,Y,SBrkr,1606,0,0,2,3,1,Gd,6,Typ,1,Attchd,RFn,3.0,TA,Y,230,60,0,0,0,0,None,0,7,2009,WD ,Normal,2.0,3.952135943
528172070,7.450660796211539,12.35749675449625,20,RL,71.0,9.132811169466946,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,0,2,3,1,Gd,7,Typ,0,Attchd,RFn,2.0,TA,Y,168,27,0,0,0,0,None,0,1,2007,WD ,Normal,3.0,3.9497577010000002
528172080,7.362010551259734,12.556729517143344,20,RL,92.0,9.291459423260974,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,504.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1149.0,Unf,0.0,454.0,1603.0,GasA,Ex,Y,SBrkr,1575,0,0,2,2,1,Gd,7,Typ,1,Attchd,Fin,3.0,TA,Y,216,28,0,0,0,0,None,0,6,2008,WD ,Normal,3.0,3.6104979339999996
528172150,7.5569505720129,12.538967060803502,60,RL,68.47022684310019,9.48910782703839,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,0,2,3,1,Gd,9,Typ,1,BuiltIn,RFn,3.0,TA,Y,168,127,0,0,0,0,None,0,2,2006,WD ,Normal,3.5,3.619074565
528174010,7.216709486709457,12.17921519136029,120,RL,61.0,8.932872621931374,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,2,2,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,192,28,0,0,0,0,None,0,6,2007,WD ,Normal,2.0,3.686551595
528174020,7.171656822768514,12.225875272826354,120,RL,34.0,8.268988209506656,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,866.0,Unf,0.0,436.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,TA,Y,110,50,0,0,0,0,None,0,8,2007,New,Partial,2.5,3.687428507
528174030,7.171656822768514,12.206072645530174,120,RL,34.0,8.269500767180615,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,Unf,0.0,272.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,1,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,TA,Y,110,50,0,0,0,0,None,0,5,2007,WD ,Normal,2.5,3.689401471
528174040,7.216709486709457,12.240474072247506,120,RL,41.0,8.746557354543503,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,2,2,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,192,28,0,0,0,0,None,0,6,2007,WD ,Normal,3.0,3.690389326
528174050,7.213768308118642,12.269047444691562,120,RL,47.0,8.839856232763264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,ALQ,836.0,Unf,0.0,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,2,2,1,Gd,6,Typ,1,Attchd,RFn,2.0,TA,Y,192,36,0,0,0,0,None,0,8,2009,WD ,Normal,2.0,3.69236778
528174060,7.174724309836376,12.185869938212655,120,RL,34.0,8.59062950948942,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,ALQ,900.0,Unf,0.0,406.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,0,2,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,TA,Y,170,63,0,0,0,0,None,0,8,2009,WD ,Normal,3.0,3.6933583760000004
