PID,SalePrice_Log,MSSubClass,LotArea_Log,Street_Paved,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofMatl_CompShg,GrLivArea_Log,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,MoSold,YrSold,SaleCondition,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,TotalBath,ISU_dist
528482130,12.47990931,60,9.145801851,1,4,4,4,Inside,3,Somerst,Norm,1Fam,2Story,7,5,2003,2004,1,1,7.646831391,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,912,912,GasA,5,1,11,2009,Normal,2,4,1,4,8,Typ,1,BuiltIn,Fin,2,3,3,182,182,0,0,0,0,0,2.5,2.857828011
528488100,12.1281111,20,8.9226583,1,4,4,4,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2004,2005,1,1,7.107425474,VinylSd,None,0,4,3,PConc,4,3,1,6,410,1,0,811,1221,GasA,5,1,10,2009,Normal,2,2,1,4,6,Typ,0,Attchd,RFn,2,3,3,0,113,0,0,0,0,0,3,2.825148865
528488120,12.07823927,20,8.9226583,1,4,4,4,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2005,2005,1,1,7.143617603,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1257,1257,GasA,5,1,4,2006,Normal,2,3,1,4,6,Typ,1,Attchd,Unf,2,3,3,38,144,0,0,0,0,0,2,2.809452016
528488130,12.14286657,20,8.881836305,1,4,4,4,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2006,2006,1,1,7.170888479,VinylSd,None,0,4,3,PConc,4,4,1,1,0,1,0,1293,1293,GasA,5,1,8,2006,Partial,2,2,1,4,5,Typ,1,Attchd,RFn,2,3,3,216,121,0,0,0,0,0,3,2.808838253
528488140,12.34734649,20,8.9226583,1,4,4,4,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2007,2008,1,1,7.104965448,CemntBd,Stone,210,4,3,PConc,4,3,1,6,902,1,0,316,1218,GasA,5,1,4,2008,Partial,2,2,1,4,6,Typ,0,Attchd,Fin,2,3,3,168,168,0,0,0,0,0,3,2.807873221
528490040,12.36521087,20,9.075207698,1,3,4,4,Inside,3,Somerst,Norm,1Fam,1Story,7,5,2003,2004,1,1,7.347943823,VinylSd,None,0,4,3,PConc,4,3,1,6,771,5,360,422,1553,GasA,5,1,8,2009,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,192,88,0,0,0,0,0,3,2.828210338
528490070,12.25008953,60,9.002947131,1,3,4,4,Inside,3,Somerst,Norm,1Fam,2Story,7,5,2003,2003,1,1,7.410347098,VinylSd,None,0,4,3,PConc,4,3,1,6,410,1,0,402,812,GasA,5,1,3,2009,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,0,45,0,0,0,0,0,3.5,2.83621871
528490080,12.24288662,60,9.08148375,1,3,4,4,Inside,3,Somerst,Norm,1Fam,2Story,6,5,2003,2003,1,1,7.454719949,VinylSd,None,0,4,3,PConc,4,3,1,3,503,1,0,361,864,GasA,5,1,5,2008,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,216,56,0,0,0,0,0,2.5,2.837986335
531363010,11.97665948,20,9.170039075,1,4,4,4,Corner,3,SawyerW,Norm,1Fam,1Story,7,6,2007,2007,1,1,7.104965448,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1218,1218,GasA,5,1,4,2009,Normal,1,3,1,4,6,Typ,0,Detchd,RFn,2,3,3,0,178,0,0,0,0,0,1.5,3.805017158
531363030,11.9316358,20,8.9226583,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1,1,7.03966035,VinylSd,None,0,4,3,PConc,4,4,1,6,54,1,0,1087,1141,GasA,5,1,6,2009,Normal,1,3,1,4,6,Typ,0,Detchd,RFn,2,3,3,182,0,0,0,0,0,0,2.5,3.80986395
531363040,11.89818787,20,8.9226583,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1,1,7.041411664,VinylSd,None,0,4,3,PConc,4,4,1,1,0,1,0,1143,1143,GasA,5,1,10,2007,Normal,1,3,1,4,5,Typ,0,None,None,0,0,3,0,55,0,0,0,0,0,1.5,3.81276423
531363050,11.87409031,20,8.9226583,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,6,5,2004,2004,1,1,7.054449658,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1158,1158,GasA,5,1,8,2009,Normal,1,3,1,4,5,Typ,0,None,None,0,0,3,0,50,0,0,0,0,0,1.5,3.814697809
531363060,11.85651517,20,8.9226583,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2004,2005,1,1,6.98471632,VinylSd,BrkFace,120,3,3,PConc,4,3,1,6,680,1,0,400,1080,GasA,5,1,4,2008,Normal,1,3,1,4,6,Typ,0,None,None,0,0,3,0,0,0,0,0,0,0,2,3.850581091
531363080,11.84581988,20,8.953252165,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,6,5,2005,2005,1,1,7.04053639,VinylSd,None,0,3,3,PConc,3,3,2,6,24,1,0,1118,1142,GasA,5,1,1,2006,Normal,1,3,1,4,5,Typ,0,None,None,0,0,3,4,50,0,0,0,0,0,1.5,3.855429925
531367050,12.35879373,60,9.224440496,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,1,1,7.642044403,VinylSd,None,0,4,3,PConc,4,3,1,6,656,1,0,300,956,GasA,5,1,1,2010,Normal,2,4,1,4,8,Typ,0,BuiltIn,RFn,2,3,3,0,45,0,0,0,0,0,3.5,3.785358347
531369010,12.17044547,60,9.271247307,1,3,4,4,Corner,3,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,1,1,7.502186487,VinylSd,None,0,4,3,PConc,4,3,4,1,0,1,0,835,835,GasA,5,1,1,2009,Normal,2,3,1,4,8,Typ,0,BuiltIn,RFn,2,3,3,146,91,0,0,0,0,0,2.5,3.720671204
531369020,12.22096126,20,9.224341892,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,8,5,2004,2004,1,0,7.321188557,VinylSd,BrkFace,264,4,3,PConc,4,3,4,4,516,3,774,222,1512,GasA,5,1,1,2009,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,3,3,3,210,36,0,0,0,0,0,2,3.725542895
531369060,12.10625231,60,9.385972941,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,1,1,7.41397029,VinylSd,BrkFace,122,4,3,PConc,4,3,3,1,0,1,0,831,831,GasA,5,1,4,2010,Normal,2,3,1,4,8,Typ,0,Attchd,RFn,2,3,3,144,68,0,0,0,0,0,2.5,3.786273844
531371050,12.12757042,20,9.218606116,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2003,2003,1,1,7.090076836,VinylSd,0,0,4,3,PConc,4,3,1,6,833,1,0,343,1176,GasA,5,1,8,2009,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,41,0,0,0,0,0,3,3.716877944
531371070,12.14419724,60,9.221280312,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,2003,2003,1,1,7.436027816,VinylSd,None,0,4,3,PConc,4,3,2,6,80,5,555,200,835,GasA,5,1,7,2008,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,143,66,0,0,0,0,0,3.5,3.763768375
531373060,12.16785143,60,9.455167134,1,4,4,4,FR2,3,SawyerW,Norm,1Fam,2Story,7,5,2003,2004,1,1,7.416378479,VinylSd,BrkFace,95,4,3,PConc,4,3,3,1,0,1,0,835,835,GasA,5,1,7,2008,Normal,2,3,1,4,8,Typ,0,Attchd,RFn,2,3,3,168,68,0,0,0,0,0,2.5,3.710584624
531375040,11.97665948,20,9.478227817,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,7,5,2004,2005,1,1,7.01571242,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1114,1114,GasA,5,1,5,2009,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,2,3,3,248,102,0,0,0,0,0,1.5,3.780852956
531375050,11.8913619,20,9.478227817,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,6,5,2005,2006,1,1,7.069023427,VinylSd,BrkFace,126,3,3,PConc,4,4,1,6,80,1,0,1095,1175,GasA,5,1,6,2008,Normal,1,3,1,4,6,Typ,0,None,None,0,0,3,0,90,0,0,0,0,0,2,3.776680384
531375070,11.86709728,20,9.478227817,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,1,1,7.03966035,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1141,1141,GasA,5,1,3,2006,Abnorml,1,3,1,3,6,Typ,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,1.5,3.769742243
531375090,11.86358234,20,9.478227817,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,1,1,7.01571242,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1114,1114,GasA,5,1,8,2009,Normal,1,3,1,4,6,Typ,0,None,None,0,0,3,0,39,0,0,0,0,0,1.5,3.707487889
531375100,11.97035031,20,9.478227817,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,1,1,7.054449658,VinylSd,None,0,3,3,PConc,4,3,1,5,941,1,0,217,1158,GasA,5,1,5,2006,Partial,1,3,1,4,5,Typ,0,Detchd,Unf,2,3,3,0,50,0,0,0,0,0,2.5,3.705877398
531375110,11.97665948,20,9.524786082,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,1,1,7.01571242,VinylSd,None,0,3,3,PConc,3,3,1,6,646,1,0,468,1114,GasA,5,1,6,2008,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,2,3,3,0,102,0,0,0,0,0,2.5,3.704266945
531375120,11.9511804,20,9.524786082,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,6,5,2003,2004,1,1,7.01571242,VinylSd,None,0,3,3,PConc,4,3,1,6,814,1,0,300,1114,GasA,5,1,7,2008,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,2,3,3,0,78,0,0,0,0,0,2,3.701851337
531375130,11.9381932,20,9.429475902,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,5,5,2003,2004,1,1,7.01571242,VinylSd,None,0,3,3,PConc,4,3,1,6,836,1,0,278,1114,GasA,5,1,6,2009,Normal,2,3,1,4,6,Typ,0,Detchd,Unf,2,3,3,0,42,0,0,0,0,0,3,3.699442745
531375140,11.91170158,20,9.429475902,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,1Story,5,5,2003,2004,1,1,6.997595983,VinylSd,BrkFace,126,4,3,PConc,4,3,1,6,729,1,0,365,1094,GasA,5,1,5,2007,Normal,1,3,1,4,6,Typ,0,Detchd,Unf,2,3,3,0,0,0,0,0,0,0,2,3.667188071
531376010,12.06104687,60,9.031931152,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,2004,2004,1,1,7.402451521,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,1,12,2008,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,138,45,0,0,0,0,0,2.5,3.715892367
531376030,12.12269104,60,8.961879013,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,2005,2005,1,1,7.430114139,VinylSd,BrkFace,172,4,3,PConc,4,3,1,1,0,1,0,891,891,GasA,5,1,4,2006,Normal,2,3,1,4,8,Typ,0,Attchd,Fin,2,3,3,144,101,0,0,0,0,0,2.5,3.712882523
531376050,12.12757042,60,8.940105213,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,2005,2005,1,1,7.368339686,VinylSd,BrkFace,96,4,3,PConc,4,3,1,1,0,1,0,784,784,GasA,5,1,3,2006,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,100,77,0,0,0,0,0,2.5,3.739473057
531376060,12.10625231,20,8.914760527,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1,1,7.303843225,VinylSd,BrkFace,170,4,3,PConc,4,3,1,1,0,1,0,1461,1461,GasA,5,1,6,2007,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,0,32,0,0,0,0,0,2,3.739028339
531376070,12.04355372,20,9.133459328,1,4,4,4,Corner,3,SawyerW,Norm,1Fam,1Story,7,5,2007,2007,1,1,7.057897937,VinylSd,None,0,4,3,PConc,4,3,2,1,0,1,0,1162,1162,GasA,5,1,3,2008,Normal,2,3,1,4,6,Typ,0,Attchd,Fin,2,3,3,0,32,0,0,0,0,0,2,3.73838182
531376090,12.32048556,20,8.899457906,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2008,2009,1,1,7.279318835,VinylSd,BrkFace,140,4,3,PConc,4,3,1,1,0,1,0,1450,1450,GasA,5,1,2,2009,Partial,2,2,1,4,6,Typ,0,Attchd,RFn,3,3,3,0,93,0,0,0,0,0,2,3.710951683
531379030,12.1388639,60,9.024492605,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1997,1998,1,1,7.515889085,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,941,941,GasA,5,1,7,2006,Normal,2,3,1,3,7,Typ,0,Attchd,RFn,2,3,3,150,165,0,0,0,0,4,2.5,3.559655311
531379050,12.30138283,60,9.34940642,1,3,4,4,CulDSac,3,SawyerW,Norm,1Fam,2Story,7,5,1996,1997,1,1,7.660114319,VinylSd,BrkFace,132,4,3,PConc,4,3,1,6,637,1,0,276,913,GasA,5,1,4,2009,Normal,2,4,1,4,8,Typ,1,Attchd,RFn,2,3,3,0,74,0,0,0,0,0,3.5,3.568520145
531380080,12.23076526,60,9.091556836,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,1,1,7.654443226,VinylSd,None,0,4,3,PConc,4,3,1,6,695,1,0,253,948,GasA,5,1,5,2010,Normal,2,3,1,4,8,Typ,2,Attchd,RFn,2,3,3,0,130,0,0,0,0,0,3.5,3.585643727
531380110,12.21106019,60,9.043340831,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,1,1,7.450660796,HdBoard,BrkFace,105,4,4,PConc,4,4,1,6,814,1,0,114,928,GasA,5,1,7,2007,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,300,87,0,0,0,0,0,7.5,3.532189543
531382070,12.45683136,20,9.305104948,1,3,4,4,Corner,3,SawyerW,Norm,1Fam,1Story,8,5,2005,2006,1,1,7.519692404,VinylSd,Stone,366,4,3,PConc,4,4,1,6,976,1,0,868,1844,GasA,5,1,9,2009,Abnorml,2,2,1,4,7,Typ,1,Attchd,Fin,2,3,3,165,44,0,0,0,0,0,3,3.692623298
531382090,12.11176197,60,9.042276687,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1995,1995,1,1,7.383368147,VinylSd,BrkFace,38,4,3,PConc,4,3,1,6,362,1,0,392,754,GasA,5,1,4,2008,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,0,70,0,0,0,0,0,2.5,3.576950038
531382110,12.00150548,60,9.045465729,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1993,1994,1,1,7.426549072,HdBoard,BrkFace,120,4,3,PConc,4,3,1,6,602,1,0,284,886,GasA,5,1,10,2008,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,144,96,0,0,0,0,0,7.5,3.52653504
531382120,12.17303279,20,9.002701007,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,6,5,1994,1998,1,1,7.425953657,HdBoard,BrkFace,258,3,3,PConc,4,3,1,6,1138,1,0,270,1408,GasA,5,1,10,2008,Normal,2,3,1,4,7,Typ,1,Attchd,RFn,2,3,3,224,42,0,0,0,0,0,3,3.522767833
531384030,12.14950229,60,9.586376669,1,2,4,4,CulDSac,3,SawyerW,Norm,1Fam,2Story,7,5,1994,1995,1,1,7.412764017,VinylSd,BrkFace,145,4,3,PConc,4,3,3,6,537,1,0,295,832,GasA,5,1,11,2008,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,144,74,0,0,0,0,0,2.5,3.554413223
531384070,12.16394772,60,9.359880439,1,2,4,4,Corner,3,SawyerW,Norm,1Fam,2Story,6,5,1993,1997,1,1,7.50659178,VinylSd,None,0,4,3,PConc,4,3,1,5,480,1,0,384,864,GasA,5,1,5,2007,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,144,85,0,0,0,0,4,2.5,3.529434503
531385020,12.14950229,20,9.0512274,1,3,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,1,1,7.268223021,VinylSd,None,0,4,3,PConc,4,3,1,6,20,1,0,1434,1454,GasA,5,1,4,2009,Normal,2,3,1,4,6,Typ,1,Attchd,RFn,2,3,3,290,39,0,0,0,0,0,2,3.53255877
531385060,12.15740747,60,9.04192172,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,2001,2001,1,1,7.424761762,VinylSd,None,0,4,3,PConc,4,3,1,6,472,1,0,355,827,GasA,5,1,9,2008,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,0,68,0,0,0,0,0,3.5,3.501927117
531385070,12.09514108,20,9.04192172,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,1,1,7.207118856,VinylSd,BrkFace,108,3,3,PConc,4,3,1,1,0,1,0,1349,1349,GasA,5,1,12,2007,Normal,2,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,120,55,0,0,0,0,4,2,3.500813494
531385130,12.27839331,20,9.692519577,1,1,1,4,Inside,3,SawyerW,Norm,1Fam,1Story,7,5,1998,1998,1,1,7.309212366,VinylSd,None,0,4,3,PConc,4,3,4,6,1443,1,0,39,1482,GasA,5,1,8,2007,Normal,2,3,1,4,5,Typ,1,Attchd,RFn,2,3,3,402,25,0,0,0,0,0,3,3.510783808
531450030,12.07254125,60,9.02220193,1,4,4,4,Corner,3,SawyerW,Norm,1Fam,2Story,7,5,1992,1992,1,1,7.459914766,HdBoard,None,0,4,3,PConc,4,3,1,6,397,1,0,439,836,GasA,4,1,5,2008,Normal,2,3,1,4,7,Typ,0,Attchd,Fin,2,3,3,192,85,0,0,0,0,0,7.5,3.479869631
531450040,12.07767093,60,8.875287128,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,1,1,7.379632153,VinylSd,None,0,4,4,PConc,4,3,1,5,387,1,0,374,761,GasA,5,1,7,2006,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,0,124,0,0,0,0,0,2.5,3.477593955
531450090,12.09625778,20,8.875287128,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,1,1,7.165493475,HdBoard,BrkFace,88,3,3,CBlock,4,3,1,6,1200,1,0,78,1278,GasA,4,1,6,2008,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,112,51,0,0,0,0,2,3,3.438975966
531450120,12.05233855,60,8.949365142,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,6,1992,1992,1,1,7.455876687,HdBoard,None,0,4,4,PConc,4,4,1,6,52,3,364,400,816,GasA,5,1,11,2009,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,0,91,0,0,168,0,0,2.5,3.408593166
531450170,12.1388639,60,9.136801469,1,3,4,4,Corner,3,SawyerW,RRNe,1Fam,2Story,6,5,1993,1993,1,1,7.444248649,HdBoard,BrkFace,120,4,3,PConc,4,3,1,6,426,1,0,406,832,GasA,5,1,6,2008,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,144,70,0,0,0,0,0,2.5,3.400355245
531451020,12.17044547,120,8.988695697,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1994,1,1,7.38832786,Plywood,None,0,4,3,PConc,4,3,1,2,165,6,841,598,1604,GasA,5,1,7,2008,Normal,2,2,1,4,5,Typ,1,Attchd,RFn,2,3,3,0,69,0,0,0,0,0,3,3.330401166
531451030,12.09625778,120,8.988695697,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,1,1,7.362010551,Plywood,None,0,4,3,PConc,4,3,1,6,430,1,0,1145,1575,GasA,4,1,7,2007,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,0,52,0,0,0,0,3,3.329119123
531451110,11.87059991,120,8.988695697,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1980,1980,1,1,6.827629235,Plywood,None,0,3,3,CBlock,4,3,1,4,543,4,119,261,923,GasA,3,1,5,2010,Normal,2,2,1,3,5,Typ,1,Attchd,RFn,1,3,3,80,0,0,0,0,0,0,2,3.296704993
531451150,11.75978554,160,8.988695697,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,2Story,6,5,1980,1980,1,1,7.143617603,Plywood,None,0,3,3,CBlock,3,3,1,1,0,1,0,630,630,GasA,5,1,7,2007,Normal,1,2,1,3,5,Typ,2,Attchd,RFn,1,3,3,340,0,0,0,0,0,3,1.5,3.269627568
531451280,12.14950229,60,9.32527491,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,1,1,7.520234556,Wd Sdng,None,0,4,3,PConc,4,3,1,1,0,1,0,1055,1055,GasA,5,1,5,2010,Normal,2,3,1,4,8,Typ,1,Attchd,RFn,2,3,3,635,104,0,0,0,0,4,2.5,3.388557445
531452010,11.69524702,160,9.28377669,1,4,4,4,Corner,3,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,1,1,7.104144093,Plywood,None,0,3,3,CBlock,4,3,1,1,0,1,0,626,626,GasA,3,1,4,2009,Normal,1,3,1,3,6,Typ,1,Attchd,RFn,1,3,3,0,28,0,0,0,0,0,1.5,3.251076935
531452020,11.50791292,120,8.973604867,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1979,1979,1,1,6.822197391,Plywood,None,0,3,3,CBlock,4,3,1,1,0,1,0,918,918,GasA,3,1,4,2010,Normal,2,2,1,3,5,Typ,1,Attchd,Unf,1,3,3,28,0,0,0,0,0,0,2,3.252683967
531452050,11.73606902,120,8.878358041,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,1,1,6.622736324,Plywood,None,0,3,3,CBlock,4,3,1,5,623,2,121,0,744,GasA,3,1,2,2010,Normal,1,2,1,3,4,Typ,0,Attchd,Unf,1,3,3,353,0,0,0,90,0,3,2,3.255923494
531452070,11.88448902,120,8.878358041,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,1,1,7.194436851,Plywood,None,0,4,3,PConc,4,3,1,1,0,1,0,1332,1332,GasA,4,1,2,2009,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,60,0,0,0,0,0,2,3.280708185
531452080,12.05524976,120,8.878358041,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,1,1,7.242797923,Plywood,None,0,4,3,PConc,4,3,1,6,904,1,0,494,1398,GasA,4,1,7,2006,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,46,0,0,0,0,3,3,3.281877374
531452100,11.92503512,120,8.878358041,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1991,1991,1,1,7.104144093,Plywood,None,0,4,3,PConc,4,3,1,6,278,1,0,939,1217,GasA,4,1,6,2006,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,64,0,0,0,0,0,2,3.284226772
531452140,11.94405832,120,8.973604867,1,4,4,4,Inside,3,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,1,1,7.089243155,Plywood,None,0,4,3,PConc,4,3,1,6,300,1,0,899,1199,GasA,5,1,3,2008,Normal,2,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,0,63,0,0,0,0,0,2,3.312032352
531452180,12.17818744,60,9.15408743,1,3,4,4,CulDSac,3,SawyerW,RRNe,1Fam,2Story,7,7,1993,2003,1,1,7.463936604,HdBoard,None,0,4,3,PConc,4,3,1,4,402,1,0,594,996,GasA,5,1,2,2010,Normal,2,3,1,4,7,Typ,0,Attchd,RFn,2,3,3,370,70,0,238,0,0,0,2.5,3.317824482
531452210,11.91839057,60,9.107088742,1,3,4,4,Inside,3,SawyerW,RRAe,1Fam,2Story,6,5,1994,1994,1,1,7.185387016,VinylSd,None,0,3,3,PConc,4,3,1,5,274,1,0,362,636,GasA,5,1,7,2006,Normal,2,3,1,4,6,Typ,0,Attchd,Fin,2,3,3,0,40,0,0,0,0,0,2.5,3.375148307
531452260,12.12269104,60,9.117018215,1,4,4,4,Inside,3,SawyerW,RRAe,1Fam,2Story,7,5,1994,1994,1,1,7.339537695,VinylSd,None,0,4,3,PConc,4,3,1,2,36,6,596,122,754,GasA,5,1,10,2009,Normal,2,3,1,4,6,Typ,0,Attchd,RFn,2,3,3,140,32,0,0,0,0,0,3.5,3.55805522
531453010,11.9316358,20,9.176990392,1,4,4,4,Corner,3,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,0,1,7.00033446,HdBoard,None,0,3,3,PConc,4,3,1,6,338,1,0,702,1040,GasA,3,1,5,2010,Normal,2,3,1,3,6,Typ,0,Attchd,Unf,2,3,3,0,0,0,0,0,0,4,2,3.153914203
531453040,12.04941884,60,9.035986985,1,4,4,4,Inside,3,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,1,1,7.355001921,HdBoard,BrkFace,130,3,3,CBlock,4,3,1,1,0,1,0,650,650,GasA,3,1,4,2010,Normal,2,3,1,3,7,Typ,1,Attchd,Unf,2,3,3,0,50,0,0,204,0,3,2.5,3.156916967
531453100,11.99535161,60,9.237371711,1,3,4,4,CulDSac,3,SawyerW,Norm,1Fam,2Story,6,7,1986,1986,1,1,7.244227516,VinylSd,BrkFace,141,3,4,CBlock,4,3,1,3,331,1,0,345,676,GasA,3,1,7,2009,Normal,2,3,1,3,6,Typ,0,Attchd,RFn,2,3,3,0,48,0,0,0,0,0,2.5,3.189935984
531453140,11.87756858,85,9.124782484,1,3,4,4,CulDSac,3,SawyerW,Norm,1Fam,SFoyer,5,7,1983,1983,1,1,6.784457063,HdBoard,None,0,3,3,CBlock,4,3,3,5,747,2,93,0,840,GasA,4,1,12,2007,Normal,1,2,1,4,5,Typ,0,Attchd,RFn,2,3,3,240,0,0,0,0,0,3,2,3.20537148
531475220,11.98292909,90,9.017968479,1,4,4,4,Inside,3,SawyerW,Norm,Duplex,2Story,6,7,1981,1981,1,1,7.54009032,Wd Sdng,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,2009,Normal,2,4,2,3,8,Typ,2,Attchd,Unf,2,3,3,0,0,0,0,0,0,0,2,3.104669225
